integration_run_id,customer_id,workflow_run_id,integration_name,started_at,run_status,records_processed,integration_metadata
1934,49,673,Waterfall,2026-05-13,failed,960,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1606, ""error_code"": ""mapping_error""}"
1935,49,673,Claygent,2026-05-13,failed,1565,"{""provider_category"": ""AI"", ""response_time_ms"": 618, ""error_code"": ""timeout""}"
1936,49,674,HubSpot,2026-04-06,completed,845,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1455, ""error_code"": null}"
1937,49,674,Salesforce,2026-04-06,completed,541,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2298, ""error_code"": null}"
1938,49,674,Apollo,2026-04-06,completed,2413,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 505, ""error_code"": null}"
1939,49,674,LinkedIn Sales Navigator,2026-04-06,completed,513,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2171, ""error_code"": null}"
1940,49,674,Claygent,2026-04-06,completed,2033,"{""provider_category"": ""AI"", ""response_time_ms"": 875, ""error_code"": null}"
1941,49,675,Claygent,2026-03-29,completed,760,"{""provider_category"": ""AI"", ""response_time_ms"": 1699, ""error_code"": null}"
1942,49,675,Apollo,2026-03-29,completed,928,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1918, ""error_code"": null}"
1943,49,675,Salesforce,2026-03-29,completed,1999,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2348, ""error_code"": null}"
1944,49,675,Waterfall,2026-03-29,completed,448,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1175, ""error_code"": null}"
1945,49,676,OpenAI,2026-02-20,failed,549,"{""provider_category"": ""AI"", ""response_time_ms"": 2345, ""error_code"": ""rate_limit""}"
1946,49,676,HubSpot,2026-02-20,failed,2349,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 446, ""error_code"": ""mapping_error""}"
1947,49,676,Claygent,2026-02-20,failed,589,"{""provider_category"": ""AI"", ""response_time_ms"": 2157, ""error_code"": ""timeout""}"
1948,49,677,Apollo,2026-03-17,completed,2440,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2274, ""error_code"": null}"
1949,49,678,LinkedIn Sales Navigator,2026-04-24,completed,1778,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1689, ""error_code"": null}"
1950,49,678,Salesforce,2026-04-24,completed,1349,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1379, ""error_code"": null}"
1951,49,678,Apollo,2026-04-24,completed,778,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2256, ""error_code"": null}"
1952,49,678,Claygent,2026-04-24,completed,577,"{""provider_category"": ""AI"", ""response_time_ms"": 1447, ""error_code"": null}"
1953,49,679,Salesforce,2026-05-14,failed,1000,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 497, ""error_code"": ""timeout""}"
1954,49,679,Waterfall,2026-05-14,failed,587,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 674, ""error_code"": ""rate_limit""}"
1955,49,679,LinkedIn Sales Navigator,2026-05-14,failed,1349,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 483, ""error_code"": ""timeout""}"
1956,49,679,Claygent,2026-05-14,failed,72,"{""provider_category"": ""AI"", ""response_time_ms"": 1527, ""error_code"": ""rate_limit""}"
1957,49,680,OpenAI,2026-03-13,completed,959,"{""provider_category"": ""AI"", ""response_time_ms"": 1932, ""error_code"": null}"
1958,49,680,LinkedIn Sales Navigator,2026-03-13,completed,1889,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2006, ""error_code"": null}"
1959,49,680,Salesforce,2026-03-13,completed,1248,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1892, ""error_code"": null}"
1960,49,680,HubSpot,2026-03-13,completed,663,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 226, ""error_code"": null}"
1961,49,680,Claygent,2026-03-13,completed,581,"{""provider_category"": ""AI"", ""response_time_ms"": 1700, ""error_code"": null}"
1962,49,681,HubSpot,2026-03-08,completed,636,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 229, ""error_code"": null}"
1963,49,681,Claygent,2026-03-08,completed,1298,"{""provider_category"": ""AI"", ""response_time_ms"": 579, ""error_code"": null}"
1964,49,682,Claygent,2026-02-16,completed,1704,"{""provider_category"": ""AI"", ""response_time_ms"": 2324, ""error_code"": null}"
1965,49,682,LinkedIn Sales Navigator,2026-02-16,completed,406,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2067, ""error_code"": null}"
1966,49,682,Waterfall,2026-02-16,completed,774,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 940, ""error_code"": null}"
1967,49,683,Waterfall,2026-03-28,completed,1907,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1766, ""error_code"": null}"
1968,49,683,LinkedIn Sales Navigator,2026-03-28,completed,2318,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1187, ""error_code"": null}"
1969,49,683,Claygent,2026-03-28,completed,468,"{""provider_category"": ""AI"", ""response_time_ms"": 1807, ""error_code"": null}"
1970,49,684,LinkedIn Sales Navigator,2026-04-12,completed,812,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 319, ""error_code"": null}"
1971,49,684,Salesforce,2026-04-12,completed,1384,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 944, ""error_code"": null}"
1972,49,684,Claygent,2026-04-12,completed,756,"{""provider_category"": ""AI"", ""response_time_ms"": 835, ""error_code"": null}"
1973,49,685,LinkedIn Sales Navigator,2026-03-14,completed,732,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1531, ""error_code"": null}"
1974,49,685,HubSpot,2026-03-14,completed,1539,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1201, ""error_code"": null}"
1975,49,685,Claygent,2026-03-14,completed,2415,"{""provider_category"": ""AI"", ""response_time_ms"": 2412, ""error_code"": null}"
1976,49,686,LinkedIn Sales Navigator,2026-03-26,completed,1089,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2240, ""error_code"": null}"
1977,49,686,Claygent,2026-03-26,completed,527,"{""provider_category"": ""AI"", ""response_time_ms"": 939, ""error_code"": null}"
1978,49,687,HubSpot,2026-04-12,completed,1388,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 766, ""error_code"": null}"
1979,49,687,LinkedIn Sales Navigator,2026-04-12,completed,2423,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2486, ""error_code"": null}"
1980,49,687,OpenAI,2026-04-12,completed,2175,"{""provider_category"": ""AI"", ""response_time_ms"": 1195, ""error_code"": null}"
1981,49,687,Claygent,2026-04-12,completed,585,"{""provider_category"": ""AI"", ""response_time_ms"": 811, ""error_code"": null}"
1982,49,688,LinkedIn Sales Navigator,2026-03-04,completed,912,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1724, ""error_code"": null}"
1983,49,688,HubSpot,2026-03-04,completed,2156,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1663, ""error_code"": null}"
1984,49,688,Salesforce,2026-03-04,completed,806,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1169, ""error_code"": null}"
1985,49,688,OpenAI,2026-03-04,completed,2241,"{""provider_category"": ""AI"", ""response_time_ms"": 1815, ""error_code"": null}"
1986,49,688,Claygent,2026-03-04,completed,299,"{""provider_category"": ""AI"", ""response_time_ms"": 365, ""error_code"": null}"
1987,49,689,Waterfall,2026-03-25,failed,433,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 293, ""error_code"": ""timeout""}"
1988,49,689,Salesforce,2026-03-25,failed,2414,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 885, ""error_code"": ""mapping_error""}"
1989,49,689,Claygent,2026-03-25,failed,2453,"{""provider_category"": ""AI"", ""response_time_ms"": 1626, ""error_code"": ""mapping_error""}"
1990,49,690,Waterfall,2026-03-12,completed,2097,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 580, ""error_code"": null}"
1991,49,690,Claygent,2026-03-12,completed,521,"{""provider_category"": ""AI"", ""response_time_ms"": 794, ""error_code"": null}"
1992,49,691,Claygent,2026-03-06,completed,415,"{""provider_category"": ""AI"", ""response_time_ms"": 674, ""error_code"": null}"
1993,49,691,HubSpot,2026-03-06,completed,511,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1767, ""error_code"": null}"
1994,49,692,LinkedIn Sales Navigator,2026-03-10,completed,201,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1402, ""error_code"": null}"
1995,49,692,Salesforce,2026-03-10,completed,2392,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 988, ""error_code"": null}"
1996,49,692,Claygent,2026-03-10,completed,1817,"{""provider_category"": ""AI"", ""response_time_ms"": 1757, ""error_code"": null}"
1997,49,693,HubSpot,2026-02-16,completed,1667,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2349, ""error_code"": null}"
1998,49,693,Claygent,2026-02-16,completed,625,"{""provider_category"": ""AI"", ""response_time_ms"": 1580, ""error_code"": null}"
1999,49,694,HubSpot,2026-03-28,completed,2380,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1614, ""error_code"": null}"
2000,49,694,Claygent,2026-03-28,completed,575,"{""provider_category"": ""AI"", ""response_time_ms"": 2233, ""error_code"": null}"
2001,49,694,Salesforce,2026-03-28,completed,119,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 598, ""error_code"": null}"
2002,49,694,Waterfall,2026-03-28,completed,987,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2058, ""error_code"": null}"
2003,49,695,Apollo,2026-03-11,failed,689,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 305, ""error_code"": ""timeout""}"
2004,49,696,Salesforce,2026-03-02,completed,2469,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 291, ""error_code"": null}"
2005,49,696,HubSpot,2026-03-02,completed,1738,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1134, ""error_code"": null}"
2006,49,696,Claygent,2026-03-02,completed,582,"{""provider_category"": ""AI"", ""response_time_ms"": 718, ""error_code"": null}"
2007,49,696,OpenAI,2026-03-02,completed,1202,"{""provider_category"": ""AI"", ""response_time_ms"": 2375, ""error_code"": null}"
2008,49,697,Waterfall,2026-03-27,failed,119,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1687, ""error_code"": ""rate_limit""}"
2009,49,697,Claygent,2026-03-27,failed,2083,"{""provider_category"": ""AI"", ""response_time_ms"": 2049, ""error_code"": ""rate_limit""}"
2010,49,698,HubSpot,2026-02-23,completed,61,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 652, ""error_code"": null}"
2011,49,698,Apollo,2026-02-23,completed,230,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2473, ""error_code"": null}"
2012,49,698,Claygent,2026-02-23,completed,293,"{""provider_category"": ""AI"", ""response_time_ms"": 685, ""error_code"": null}"
2013,49,699,OpenAI,2026-03-13,completed,103,"{""provider_category"": ""AI"", ""response_time_ms"": 2317, ""error_code"": null}"
2014,49,699,LinkedIn Sales Navigator,2026-03-13,completed,449,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1700, ""error_code"": null}"
2015,49,699,Claygent,2026-03-13,completed,1884,"{""provider_category"": ""AI"", ""response_time_ms"": 639, ""error_code"": null}"
2016,49,700,OpenAI,2026-02-28,completed,1410,"{""provider_category"": ""AI"", ""response_time_ms"": 526, ""error_code"": null}"
2017,49,700,Claygent,2026-02-28,completed,245,"{""provider_category"": ""AI"", ""response_time_ms"": 1378, ""error_code"": null}"
2018,49,701,Apollo,2026-04-18,completed,1505,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2030, ""error_code"": null}"
2019,49,701,LinkedIn Sales Navigator,2026-04-18,completed,1794,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1959, ""error_code"": null}"
2020,49,702,HubSpot,2026-02-18,completed,659,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 523, ""error_code"": null}"
2021,49,702,OpenAI,2026-02-18,completed,1496,"{""provider_category"": ""AI"", ""response_time_ms"": 462, ""error_code"": null}"
2022,49,702,Salesforce,2026-02-18,completed,2198,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1185, ""error_code"": null}"
2023,49,702,Claygent,2026-02-18,completed,616,"{""provider_category"": ""AI"", ""response_time_ms"": 2145, ""error_code"": null}"
2024,50,703,Salesforce,2026-05-10,failed,1848,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 692, ""error_code"": ""rate_limit""}"
2025,50,703,Waterfall,2026-05-10,failed,1615,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2479, ""error_code"": ""mapping_error""}"
2026,50,703,Claygent,2026-05-10,failed,1248,"{""provider_category"": ""AI"", ""response_time_ms"": 618, ""error_code"": ""rate_limit""}"
2027,50,703,HubSpot,2026-05-10,failed,1614,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 607, ""error_code"": ""timeout""}"
2028,50,704,LinkedIn Sales Navigator,2026-05-08,completed,110,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 474, ""error_code"": null}"
2029,50,705,Salesforce,2026-07-25,completed,1112,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 589, ""error_code"": null}"
2030,50,705,HubSpot,2026-07-25,completed,2285,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 542, ""error_code"": null}"
2031,50,706,LinkedIn Sales Navigator,2026-07-30,completed,1115,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1445, ""error_code"": null}"
2032,50,707,Claygent,2026-05-17,failed,241,"{""provider_category"": ""AI"", ""response_time_ms"": 1915, ""error_code"": ""rate_limit""}"
2033,50,707,HubSpot,2026-05-17,failed,1361,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2138, ""error_code"": ""mapping_error""}"
2034,50,708,LinkedIn Sales Navigator,2026-06-19,completed,1656,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2154, ""error_code"": null}"
2035,50,708,HubSpot,2026-06-19,completed,254,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1294, ""error_code"": null}"
2036,50,708,Waterfall,2026-06-19,completed,226,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1652, ""error_code"": null}"
2037,50,708,OpenAI,2026-06-19,completed,989,"{""provider_category"": ""AI"", ""response_time_ms"": 682, ""error_code"": null}"
2038,50,709,Claygent,2026-06-25,completed,1680,"{""provider_category"": ""AI"", ""response_time_ms"": 944, ""error_code"": null}"
2039,50,709,OpenAI,2026-06-25,completed,1249,"{""provider_category"": ""AI"", ""response_time_ms"": 385, ""error_code"": null}"
2040,50,709,LinkedIn Sales Navigator,2026-06-25,completed,1777,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1359, ""error_code"": null}"
2041,50,710,Waterfall,2026-07-10,completed,468,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1780, ""error_code"": null}"
2042,50,711,Waterfall,2026-07-15,completed,2209,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2023, ""error_code"": null}"
2043,50,711,Apollo,2026-07-15,completed,2408,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 479, ""error_code"": null}"
2044,50,711,OpenAI,2026-07-15,completed,1790,"{""provider_category"": ""AI"", ""response_time_ms"": 290, ""error_code"": null}"
2045,50,711,LinkedIn Sales Navigator,2026-07-15,completed,309,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 565, ""error_code"": null}"
2046,50,711,Claygent,2026-07-15,completed,1278,"{""provider_category"": ""AI"", ""response_time_ms"": 502, ""error_code"": null}"
2047,50,712,Apollo,2026-06-02,completed,1068,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 379, ""error_code"": null}"
2048,50,712,Claygent,2026-06-02,completed,1092,"{""provider_category"": ""AI"", ""response_time_ms"": 1515, ""error_code"": null}"
2049,50,713,Claygent,2026-06-22,failed,179,"{""provider_category"": ""AI"", ""response_time_ms"": 991, ""error_code"": ""mapping_error""}"
2050,50,713,LinkedIn Sales Navigator,2026-06-22,failed,1234,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1320, ""error_code"": ""timeout""}"
2051,50,713,HubSpot,2026-06-22,failed,2373,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1905, ""error_code"": ""rate_limit""}"
2052,50,714,HubSpot,2026-07-02,failed,1863,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1309, ""error_code"": ""rate_limit""}"
2053,50,714,LinkedIn Sales Navigator,2026-07-02,failed,2167,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 628, ""error_code"": ""timeout""}"
2054,50,714,Waterfall,2026-07-02,failed,1387,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 956, ""error_code"": ""rate_limit""}"
2055,50,714,Claygent,2026-07-02,failed,1592,"{""provider_category"": ""AI"", ""response_time_ms"": 1285, ""error_code"": ""mapping_error""}"
2056,50,715,Apollo,2026-07-09,failed,251,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 653, ""error_code"": ""timeout""}"
2057,50,715,LinkedIn Sales Navigator,2026-07-09,failed,602,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 939, ""error_code"": ""timeout""}"
2058,50,715,HubSpot,2026-07-09,failed,2006,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1679, ""error_code"": ""timeout""}"
2059,50,716,Waterfall,2026-05-07,completed,2422,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1264, ""error_code"": null}"
2060,50,716,OpenAI,2026-05-07,completed,1392,"{""provider_category"": ""AI"", ""response_time_ms"": 1725, ""error_code"": null}"
2061,50,716,HubSpot,2026-05-07,completed,278,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1752, ""error_code"": null}"
2062,50,716,Claygent,2026-05-07,completed,2038,"{""provider_category"": ""AI"", ""response_time_ms"": 231, ""error_code"": null}"
2063,50,717,OpenAI,2026-07-24,completed,1835,"{""provider_category"": ""AI"", ""response_time_ms"": 1273, ""error_code"": null}"
2064,50,717,HubSpot,2026-07-24,completed,712,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 258, ""error_code"": null}"
2065,50,717,Salesforce,2026-07-24,completed,1322,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1489, ""error_code"": null}"
2066,50,717,Claygent,2026-07-24,completed,1785,"{""provider_category"": ""AI"", ""response_time_ms"": 1691, ""error_code"": null}"
2067,50,718,Waterfall,2026-06-14,failed,1611,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 735, ""error_code"": ""mapping_error""}"
2068,50,718,HubSpot,2026-06-14,failed,804,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1915, ""error_code"": ""rate_limit""}"
2069,50,718,Apollo,2026-06-14,failed,1234,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 421, ""error_code"": ""timeout""}"
2070,50,718,LinkedIn Sales Navigator,2026-06-14,failed,1674,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1568, ""error_code"": ""mapping_error""}"
2071,50,719,OpenAI,2026-05-08,completed,1344,"{""provider_category"": ""AI"", ""response_time_ms"": 475, ""error_code"": null}"
2072,50,719,Salesforce,2026-05-08,completed,1648,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 313, ""error_code"": null}"
2073,50,719,HubSpot,2026-05-08,completed,474,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 523, ""error_code"": null}"
2074,50,719,Apollo,2026-05-08,completed,774,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1350, ""error_code"": null}"
2075,51,720,Waterfall,2026-07-01,failed,1002,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2262, ""error_code"": ""rate_limit""}"
2076,51,720,Claygent,2026-07-01,failed,1087,"{""provider_category"": ""AI"", ""response_time_ms"": 1682, ""error_code"": ""rate_limit""}"
2077,51,720,LinkedIn Sales Navigator,2026-07-01,failed,243,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 328, ""error_code"": ""mapping_error""}"
2078,51,721,Salesforce,2026-07-16,completed,2250,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2212, ""error_code"": null}"
2079,51,721,OpenAI,2026-07-16,completed,397,"{""provider_category"": ""AI"", ""response_time_ms"": 2046, ""error_code"": null}"
2080,51,722,Salesforce,2026-05-25,completed,101,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2423, ""error_code"": null}"
2081,51,722,Waterfall,2026-05-25,completed,298,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 475, ""error_code"": null}"
2082,51,722,Claygent,2026-05-25,completed,1635,"{""provider_category"": ""AI"", ""response_time_ms"": 1211, ""error_code"": null}"
2083,51,722,OpenAI,2026-05-25,completed,220,"{""provider_category"": ""AI"", ""response_time_ms"": 1244, ""error_code"": null}"
2084,51,723,Claygent,2026-05-18,completed,1673,"{""provider_category"": ""AI"", ""response_time_ms"": 2004, ""error_code"": null}"
2085,51,723,HubSpot,2026-05-18,completed,1992,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2269, ""error_code"": null}"
2086,51,723,Salesforce,2026-05-18,completed,1223,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2306, ""error_code"": null}"
2087,51,724,Salesforce,2026-05-16,completed,940,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2044, ""error_code"": null}"
2088,51,724,Claygent,2026-05-16,completed,2312,"{""provider_category"": ""AI"", ""response_time_ms"": 638, ""error_code"": null}"
2089,51,724,OpenAI,2026-05-16,completed,113,"{""provider_category"": ""AI"", ""response_time_ms"": 1512, ""error_code"": null}"
2090,51,725,LinkedIn Sales Navigator,2026-05-09,failed,299,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1453, ""error_code"": ""rate_limit""}"
2091,51,725,HubSpot,2026-05-09,failed,2021,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 744, ""error_code"": ""rate_limit""}"
2092,51,725,Salesforce,2026-05-09,failed,478,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1323, ""error_code"": ""rate_limit""}"
2093,51,725,Waterfall,2026-05-09,failed,613,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1239, ""error_code"": ""rate_limit""}"
2094,51,726,LinkedIn Sales Navigator,2026-07-09,failed,1014,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1175, ""error_code"": ""mapping_error""}"
2095,51,726,OpenAI,2026-07-09,failed,472,"{""provider_category"": ""AI"", ""response_time_ms"": 818, ""error_code"": ""timeout""}"
2096,52,727,HubSpot,2026-02-27,completed,1013,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2465, ""error_code"": null}"
2097,52,727,Claygent,2026-02-27,completed,1235,"{""provider_category"": ""AI"", ""response_time_ms"": 1507, ""error_code"": null}"
2098,52,727,Apollo,2026-02-27,completed,1049,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 548, ""error_code"": null}"
2099,52,727,Salesforce,2026-02-27,completed,2465,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2290, ""error_code"": null}"
2100,52,728,Claygent,2026-02-25,failed,119,"{""provider_category"": ""AI"", ""response_time_ms"": 2072, ""error_code"": ""rate_limit""}"
2101,52,729,OpenAI,2026-02-07,failed,352,"{""provider_category"": ""AI"", ""response_time_ms"": 253, ""error_code"": ""mapping_error""}"
2102,52,729,Salesforce,2026-02-07,failed,1659,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1719, ""error_code"": ""rate_limit""}"
2103,52,729,HubSpot,2026-02-07,failed,404,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 569, ""error_code"": ""mapping_error""}"
2104,52,729,LinkedIn Sales Navigator,2026-02-07,failed,970,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1355, ""error_code"": ""timeout""}"
2105,52,729,Claygent,2026-02-07,failed,1880,"{""provider_category"": ""AI"", ""response_time_ms"": 2418, ""error_code"": ""rate_limit""}"
2106,52,730,Apollo,2026-03-19,failed,2238,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1859, ""error_code"": ""timeout""}"
2107,52,730,LinkedIn Sales Navigator,2026-03-19,failed,1640,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2080, ""error_code"": ""timeout""}"
2108,52,730,Claygent,2026-03-19,failed,2212,"{""provider_category"": ""AI"", ""response_time_ms"": 1158, ""error_code"": ""mapping_error""}"
2109,52,731,Apollo,2026-03-10,completed,2382,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2061, ""error_code"": null}"
2110,52,731,OpenAI,2026-03-10,completed,1594,"{""provider_category"": ""AI"", ""response_time_ms"": 295, ""error_code"": null}"
2111,52,732,Claygent,2026-01-19,failed,2391,"{""provider_category"": ""AI"", ""response_time_ms"": 1709, ""error_code"": ""timeout""}"
2112,52,732,LinkedIn Sales Navigator,2026-01-19,failed,348,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2088, ""error_code"": ""rate_limit""}"
2113,52,732,HubSpot,2026-01-19,failed,1424,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2290, ""error_code"": ""rate_limit""}"
2114,52,733,LinkedIn Sales Navigator,2026-03-02,completed,1699,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 764, ""error_code"": null}"
2115,52,734,HubSpot,2026-01-23,completed,1252,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1727, ""error_code"": null}"
2116,52,735,Waterfall,2026-02-27,completed,266,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2081, ""error_code"": null}"
2117,52,735,Salesforce,2026-02-27,completed,753,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1065, ""error_code"": null}"
2118,52,735,Apollo,2026-02-27,completed,607,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1340, ""error_code"": null}"
2119,52,735,OpenAI,2026-02-27,completed,1975,"{""provider_category"": ""AI"", ""response_time_ms"": 927, ""error_code"": null}"
2120,52,735,Claygent,2026-02-27,completed,2110,"{""provider_category"": ""AI"", ""response_time_ms"": 867, ""error_code"": null}"
2121,52,736,Claygent,2026-02-07,completed,319,"{""provider_category"": ""AI"", ""response_time_ms"": 441, ""error_code"": null}"
2122,52,736,OpenAI,2026-02-07,completed,1489,"{""provider_category"": ""AI"", ""response_time_ms"": 441, ""error_code"": null}"
2123,52,736,LinkedIn Sales Navigator,2026-02-07,completed,424,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 675, ""error_code"": null}"
2124,52,736,Apollo,2026-02-07,completed,2402,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1722, ""error_code"": null}"
2125,52,737,HubSpot,2026-03-03,failed,2382,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 757, ""error_code"": ""timeout""}"
2126,52,737,OpenAI,2026-03-03,failed,229,"{""provider_category"": ""AI"", ""response_time_ms"": 334, ""error_code"": ""rate_limit""}"
2127,52,737,Claygent,2026-03-03,failed,340,"{""provider_category"": ""AI"", ""response_time_ms"": 1962, ""error_code"": ""mapping_error""}"
2128,52,738,HubSpot,2026-01-03,completed,2487,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1253, ""error_code"": null}"
2129,52,738,OpenAI,2026-01-03,completed,1192,"{""provider_category"": ""AI"", ""response_time_ms"": 2134, ""error_code"": null}"
2130,52,738,Claygent,2026-01-03,completed,523,"{""provider_category"": ""AI"", ""response_time_ms"": 1893, ""error_code"": null}"
2131,52,739,Claygent,2026-03-09,failed,1701,"{""provider_category"": ""AI"", ""response_time_ms"": 1108, ""error_code"": ""mapping_error""}"
2132,52,739,Waterfall,2026-03-09,failed,800,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 481, ""error_code"": ""rate_limit""}"
