workflow_run_id,customer_id,user_id,workflow_id,started_at,completed_at,run_status,run_metadata
805,56,271,wf_56_1,2026-02-02,2026-02-02 01:02:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1886}"
806,56,270,wf_56_2,2026-03-22,2026-03-22 01:15:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 877}"
807,56,273,wf_56_3,2026-04-03,2026-04-03 01:06:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2119}"
808,56,272,wf_56_4,2026-02-09,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2473}"
809,56,274,wf_56_5,2026-03-24,2026-03-24 00:31:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1506}"
810,56,270,wf_56_6,2026-03-23,2026-03-23 01:18:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2366}"
811,57,278,wf_57_1,2026-04-22,2026-04-22 01:18:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1349}"
812,57,276,wf_57_2,2026-03-28,2026-03-28 01:37:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2742}"
813,57,281,wf_57_3,2026-04-10,2026-04-10 01:17:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2777}"
814,57,278,wf_57_4,2026-02-18,2026-02-18 00:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 638}"
815,57,282,wf_57_5,2026-03-25,2026-03-25 00:49:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 660}"
816,57,280,wf_57_6,2026-03-23,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2904}"
817,57,276,wf_57_7,2026-03-28,2026-03-28 00:32:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1120}"
818,57,281,wf_57_8,2026-03-04,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2629}"
819,57,276,wf_57_9,2026-02-22,2026-02-22 01:02:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1587}"
820,57,279,wf_57_10,2026-04-27,2026-04-27 00:43:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1164}"
821,57,280,wf_57_11,2026-03-09,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1849}"
822,57,281,wf_57_12,2026-02-20,2026-02-20 00:45:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1773}"
823,57,281,wf_57_13,2026-04-16,2026-04-16 00:16:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 765}"
824,57,279,wf_57_14,2026-02-18,2026-02-18 01:13:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2465}"
825,58,283,wf_58_1,2026-04-18,2026-04-18 01:41:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2467}"
826,58,284,wf_58_2,2026-04-22,2026-04-22 00:45:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1005}"
827,58,283,wf_58_3,2026-03-08,2026-03-08 01:40:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 142}"
828,58,284,wf_58_4,2026-03-11,2026-03-11 00:41:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1988}"
829,58,283,wf_58_5,2026-04-20,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2330}"
830,58,283,wf_58_6,2026-04-23,2026-04-23 00:42:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2181}"
831,58,284,wf_58_7,2026-04-12,2026-04-12 00:27:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 381}"
832,58,283,wf_58_8,2026-05-16,2026-05-16 01:14:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1181}"
833,58,283,wf_58_9,2026-04-04,2026-04-04 01:20:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2455}"
834,58,284,wf_58_10,2026-04-19,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 656}"
835,58,283,wf_58_11,2026-05-11,2026-05-11 02:00:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1915}"
836,58,283,wf_58_12,2026-03-08,2026-03-08 00:28:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1183}"
837,58,284,wf_58_13,2026-03-14,2026-03-14 00:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2414}"
838,58,284,wf_58_14,2026-04-10,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1696}"
839,59,285,wf_59_1,2026-04-02,2026-04-02 00:16:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 756}"
840,59,285,wf_59_2,2026-04-13,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1962}"
841,59,285,wf_59_3,2026-02-20,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1927}"
842,59,285,wf_59_4,2026-04-26,2026-04-26 01:04:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1207}"
843,59,285,wf_59_5,2026-03-29,2026-03-29 01:14:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2061}"
844,59,285,wf_59_6,2026-03-11,2026-03-11 01:24:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1331}"
845,59,285,wf_59_7,2026-03-31,2026-03-31 00:10:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1404}"
846,59,285,wf_59_8,2026-03-01,2026-03-01 00:05:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1294}"
847,59,285,wf_59_9,2026-02-04,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1062}"
848,59,285,wf_59_10,2026-04-18,2026-04-18 01:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 586}"
849,59,285,wf_59_11,2026-03-13,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 380}"
850,59,285,wf_59_12,2026-02-08,2026-02-08 00:17:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 670}"
851,59,285,wf_59_13,2026-04-02,2026-04-02 00:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1376}"
852,59,285,wf_59_14,2026-04-13,2026-04-13 00:19:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1517}"
853,59,285,wf_59_15,2026-02-12,2026-02-12 00:21:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 454}"
854,59,285,wf_59_16,2026-03-13,2026-03-13 00:53:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1901}"
855,59,285,wf_59_17,2026-03-13,2026-03-13 01:07:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2386}"
856,59,285,wf_59_18,2026-03-24,2026-03-24 01:53:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 725}"
857,59,285,wf_59_19,2026-04-15,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1382}"
858,59,285,wf_59_20,2026-03-06,2026-03-06 01:22:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1151}"
859,59,285,wf_59_21,2026-04-02,2026-04-02 00:36:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1023}"
860,59,285,wf_59_22,2026-04-27,2026-04-27 01:40:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 585}"
861,59,285,wf_59_23,2026-02-15,2026-02-15 01:21:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 466}"
862,59,285,wf_59_24,2026-02-21,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 503}"
863,59,285,wf_59_25,2026-04-29,2026-04-29 01:56:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 663}"
864,59,285,wf_59_26,2026-02-27,2026-02-27 01:07:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1817}"
865,59,285,wf_59_27,2026-03-24,2026-03-24 00:28:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1674}"
866,59,285,wf_59_28,2026-02-20,2026-02-20 00:54:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 909}"
867,59,285,wf_59_29,2026-03-02,2026-03-02 00:08:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 163}"
868,59,285,wf_59_30,2026-03-03,2026-03-03 00:44:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 169}"
869,59,285,wf_59_31,2026-03-17,2026-03-17 00:46:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1939}"
870,59,285,wf_59_32,2026-02-04,2026-02-04 00:24:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1247}"
871,59,285,wf_59_33,2026-04-04,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 986}"
872,59,285,wf_59_34,2026-02-24,2026-02-24 00:47:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1946}"
873,59,285,wf_59_35,2026-03-27,2026-03-27 01:33:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2266}"
874,59,285,wf_59_36,2026-04-10,2026-04-10 01:51:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2466}"
875,59,285,wf_59_37,2026-03-17,2026-03-17 00:49:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1088}"
876,60,287,wf_60_1,2026-04-04,2026-04-04 00:28:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 491}"
877,60,286,wf_60_2,2026-04-09,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 261}"
878,60,286,wf_60_3,2026-03-13,2026-03-13 01:14:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 1431}"
879,60,286,wf_60_4,2026-05-15,2026-05-15 00:28:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1687}"
880,60,287,wf_60_5,2026-04-03,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 941}"
881,60,286,wf_60_6,2026-05-15,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2334}"
882,60,287,wf_60_7,2026-03-17,2026-03-17 01:19:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1112}"
883,60,287,wf_60_8,2026-06-08,2026-06-08 01:59:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2655}"
884,60,287,wf_60_9,2026-05-20,2026-05-20 01:27:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 470}"
885,60,286,wf_60_10,2026-05-10,2026-05-10 00:44:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 160}"
886,60,287,wf_60_11,2026-05-12,2026-05-12 00:45:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1669}"
887,60,287,wf_60_12,2026-03-21,2026-03-21 00:50:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1401}"
888,60,287,wf_60_13,2026-03-30,2026-03-30 00:38:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 637}"
889,60,286,wf_60_14,2026-05-15,2026-05-15 01:26:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1060}"
890,60,286,wf_60_15,2026-06-02,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1413}"
891,60,286,wf_60_16,2026-04-05,2026-04-05 01:56:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2818}"
892,60,286,wf_60_17,2026-05-29,2026-05-29 01:34:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 262}"
893,60,286,wf_60_18,2026-05-30,2026-05-30 00:14:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1618}"
894,61,292,wf_61_1,2026-04-13,2026-04-13 01:23:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 268}"
895,61,290,wf_61_2,2026-04-07,2026-04-07 00:37:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1301}"
896,61,293,wf_61_3,2026-04-17,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2151}"
897,61,289,wf_61_4,2026-03-19,2026-03-19 00:11:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1009}"
898,61,291,wf_61_5,2026-03-24,2026-03-24 00:21:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2366}"
899,61,294,wf_61_6,2026-03-31,2026-03-31 00:44:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1288}"
900,61,295,wf_61_7,2026-04-19,2026-04-19 00:32:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2344}"
901,61,294,wf_61_8,2026-01-29,2026-01-29 00:54:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1347}"
902,61,288,wf_61_9,2026-04-03,2026-04-03 01:55:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1700}"
903,61,295,wf_61_10,2026-04-20,2026-04-20 01:17:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2401}"
904,61,289,wf_61_11,2026-04-09,2026-04-09 01:13:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1438}"
905,61,291,wf_61_12,2026-04-05,2026-04-05 01:10:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2956}"
906,61,289,wf_61_13,2026-04-18,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 106}"
907,61,289,wf_61_14,2026-03-30,2026-03-30 01:25:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 752}"
908,61,289,wf_61_15,2026-04-16,2026-04-16 01:04:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2311}"
909,61,294,wf_61_16,2026-02-08,2026-02-08 01:03:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2854}"
910,61,290,wf_61_17,2026-03-17,2026-03-17 01:21:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1978}"
911,61,292,wf_61_18,2026-03-10,2026-03-10 00:50:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2966}"
912,61,294,wf_61_19,2026-03-19,2026-03-19 00:09:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2497}"
913,61,289,wf_61_20,2026-02-09,2026-02-09 00:06:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2431}"
914,61,290,wf_61_21,2026-03-24,2026-03-24 01:35:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1876}"
915,61,290,wf_61_22,2026-02-17,2026-02-17 01:42:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 140}"
916,61,288,wf_61_23,2026-02-01,2026-02-01 01:46:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2410}"
917,61,292,wf_61_24,2026-04-19,2026-04-19 00:54:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1449}"
918,61,288,wf_61_25,2026-02-09,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1747}"
919,61,291,wf_61_26,2026-02-25,2026-02-25 00:20:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2789}"
920,61,289,wf_61_27,2026-03-28,2026-03-28 00:49:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 284}"
921,61,288,wf_61_28,2026-01-24,2026-01-24 01:44:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2289}"
922,61,293,wf_61_29,2026-02-02,2026-02-02 01:45:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2079}"
923,61,292,wf_61_30,2026-02-05,2026-02-05 00:46:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2636}"
924,61,289,wf_61_31,2026-01-25,2026-01-25 01:36:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 175}"
925,61,295,wf_61_32,2026-02-28,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 720}"
926,61,288,wf_61_33,2026-03-24,2026-03-24 00:43:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2096}"
927,62,297,wf_62_1,2026-04-29,2026-04-29 00:51:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2278}"
928,62,297,wf_62_2,2026-05-08,2026-05-08 01:38:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1687}"
929,62,297,wf_62_3,2026-04-11,2026-04-11 00:52:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 985}"
930,62,298,wf_62_4,2026-04-11,2026-04-11 01:38:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1189}"
931,62,297,wf_62_5,2026-04-13,2026-04-13 00:51:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 747}"
932,62,297,wf_62_6,2026-05-28,2026-05-28 00:42:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 279}"
933,62,297,wf_62_7,2026-06-01,2026-06-01 00:32:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1763}"
934,62,297,wf_62_8,2026-04-08,2026-04-08 01:48:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 224}"
935,62,296,wf_62_9,2026-05-29,2026-05-29 00:51:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 377}"
936,62,297,wf_62_10,2026-06-07,2026-06-07 00:12:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 407}"
937,62,298,wf_62_11,2026-04-05,2026-04-05 01:42:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 1880}"
938,62,297,wf_62_12,2026-06-05,2026-06-05 01:03:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 301}"
939,62,298,wf_62_13,2026-04-19,2026-04-19 01:53:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 971}"
940,62,297,wf_62_14,2026-06-17,2026-06-17 00:28:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2647}"
941,62,298,wf_62_15,2026-04-19,2026-04-19 00:34:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1301}"
942,62,296,wf_62_16,2026-04-29,2026-04-29 01:33:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1425}"
943,62,298,wf_62_17,2026-04-22,2026-04-22 01:31:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 625}"
944,62,298,wf_62_18,2026-03-29,2026-03-29 01:47:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 314}"
945,62,297,wf_62_19,2026-04-29,2026-04-29 00:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2173}"
946,62,297,wf_62_20,2026-05-16,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1258}"
947,62,297,wf_62_21,2026-05-19,2026-05-19 00:09:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 158}"
948,62,296,wf_62_22,2026-06-09,2026-06-09 00:37:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 742}"
949,62,298,wf_62_23,2026-05-08,2026-05-08 00:34:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 847}"
950,62,298,wf_62_24,2026-05-08,2026-05-08 00:55:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 363}"
951,62,298,wf_62_25,2026-05-14,2026-05-14 01:34:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2457}"
952,62,296,wf_62_26,2026-05-21,2026-05-21 00:24:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2450}"
953,62,297,wf_62_27,2026-05-28,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1568}"
954,62,297,wf_62_28,2026-06-21,2026-06-21 00:12:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1145}"
955,62,297,wf_62_29,2026-05-19,2026-05-19 00:07:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 271}"
956,62,296,wf_62_30,2026-04-01,2026-04-01 01:14:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2593}"
957,62,296,wf_62_31,2026-05-27,2026-05-27 00:22:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 548}"
958,62,298,wf_62_32,2026-05-27,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2140}"
959,62,296,wf_62_33,2026-04-06,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2232}"
960,63,302,wf_63_1,2026-04-26,2026-04-26 01:41:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1298}"
961,63,299,wf_63_2,2026-03-21,2026-03-21 01:17:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 725}"
962,63,301,wf_63_3,2026-04-04,2026-04-04 00:12:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 1929}"
963,63,301,wf_63_4,2026-03-19,2026-03-19 01:08:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2188}"
964,63,299,wf_63_5,2026-02-20,2026-02-20 01:25:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 461}"
965,63,300,wf_63_6,2026-02-10,2026-02-10 01:56:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2070}"
966,63,300,wf_63_7,2026-03-30,2026-03-30 01:55:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1551}"
967,63,299,wf_63_8,2026-05-04,2026-05-04 01:53:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 620}"
968,63,300,wf_63_9,2026-04-30,2026-04-30 01:34:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 301}"
